title,price,area,address,description,type,type_estate,law,floor,bedroom,toilet,direction,image_links,phonenumber,geo_code,district,province_city,width
"Cho thuê nhà 2 mặt tiền tân bình, nguyễn hồng đào, 5x17m, lửng, 3 lầu",35.0,85,"37, Đường Nguyễn Hồng Đào, Phường 14, Quận Tân Bình, TP.HCM","Chính chủ cho thuê nhà 2 mặt tiền nguyên căn 5m x 17m,1 trệt, 1 lửng, 3 lầu <br/>Giá 35tr/th. Hoặc cho thuê mặt bằng (không KD hàng ăn) <br/>Tại 37 Nguyễn Hồng Đào,P.14,Tân Bình. <br/>Liên hệ: Tuấn  -  ( miễn trung gian)",Cho Thuê,Nhà Mặt Phố,,4.0,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/12/475/682e216514c94c86b1de4730a3c97ea2.jpg,913832872,"[10.80772, 106.65377]",Tân Bình,Hồ Chí Minh,5.0
"Cho thuê cả nhà mặt phố huế, 54m2x 2 tầng, 1 tum, mt 4m",0.123486,54,"Đường Phố Huế, Phường Hàng Bài, Quận Hoàn Kiếm, Hà Nội","Cho thuê cả nhà mặt phố số 8 Phố Huế, phường Hàng Bài, Dt 54m2, mt 4m, 2 tầng 1 tum, hiện đg cho thuê cửa hàng gia dụng Đức thuê , khách mới vào từ tháng 7/2024. LH|:  ,  ",Cho Thuê,Nhà Mặt Phố,,,,,,https://cloud.muaban.net/images/thumb-detail/2024/05/27/022/52e983c58d5a4adb961586274394c0c1.jpg,949866358,"[21.0193479, 105.8518462]",Hoàn Kiếm,Hà Nội,
"Cho thuê phòng đường nguyễn thượng hiện, phú nhuận",4.5,30,"47A, Đường Nguyễn Thượng Hiền, Phường 5, Quận Phú Nhuận, TP.HCM","🌈🌈 Cho thuê phòng cao cấp 💥💥<br/><br/>⭐️ Đầy đủ tiện nghi, căn hộ mini<br/>⭐️<br/><br/>47a Nguyễn Thượng Hiền, Quận Bình Thạnh.<br/>👉👉 còn 1 phòng ban công to giá 4,5 triệu <br/>💸free xe.rác.wifi vv<br/>❌ Giờ giấc tự do, khóa vân tay, lối đi riêng (không chung chủ), sạch đẹp, thoáng mát, yên tĩnh<br/>❌ Thuận tiện đi lại, Quận 1, Quận 3, Quận Phú Nhuận, sân bay chưa được 10 phut khu vực an ninh, sầm uất, gần chợ, siêu thị, bệnh viện, gần các trường Đại học Công Nghiệp, văn lang .<br/>❌ Phòng rộng: 30 m được trang bị tiện nghi, quạt, máy lạnh, Tivi Led 32 inch, tủ lạnh, bếp từ, giường nệm cao su thiên nhiên, tủ quần áo, bàn ăn....<br/>-------------------------------------<br/>📌 Hotline:  (phone/zalo)<br/><br/>👋💋 Có hợp tác với SALE .<br/>=========================================================================",Cho Thuê,,,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/12/257/6ee964f5fa4b42d5b52b8b43495715af.jpg,908888200,"[10.8085308, 106.6842059]",Phú Nhuận,Hồ Chí Minh,
"Cho thuê 35 đường 3 tháng 2, p.11, quận 10 . 820",340.0,160,"35, Đường 3 Tháng 2, Phường 11, Quận 10, TP.HCM"," <br/>Vị trí ngay Hà Đô Sentrosa ngay đoạn đẹp nhất đường 3/2<br/>-Diện tích : 8x20<br/>-Kết cấu: Hầm + 8 Tầng + ST<br/>-Giá thuê: 13500$ , chưa bao <br/>-Phương thức: cọc 3tt1<br/>-Thời gian sửa chữa: thỏa thuận",Cho Thuê,Nhà Mặt Phố,,10.0,10,11,,https://cloud.muaban.net/images/thumb-detail/2024/07/12/051/0fcaf4a928ba4fc191654b2e38738185.jpg,559396919,"[10.7753711, 106.6799328]",10,Hồ Chí Minh,8.0
"Cho thuê nhà đường dương bá trạc, phường 2, quận 8, 20m2 có máy lạnh",3.0,20,"198/40, Đường Dương Bá Trạc, Phường 2, Quận 8, TP.HCM","Cho thuê nhà diện tích 20m2, khu an ninh, thoáng mát, có máy lạnh, nhà gần chợ, nhà mới giao nhà ngay, giá 3 triệu / tháng. LH: 198B/40 Dương Bá Trạc, P.2, Q.8, Tel.  - C.Trâm",Cho Thuê,,,,,,,https://cloud.muaban.net/images/thumb-detail/2024/05/28/574/25155abaf67b4d64a6858787e8b889a9.jpg,773998813,"[10.72701, 106.63717]",8,Hồ Chí Minh,
"Cho thuê mặt bằng 2 mặt tiền, nguyễn văn quá, p.đông hưng thuận, q.12",13.0,96,"Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, TP.HCM"," CHO THUÊ MẶT BẰNG 2 MẶT TIỀN, VÀO KINH DOANH NGAY – ĐƯỜNG NGUYỄN VĂN QUÁ, QUẬN 12 <br/>✔️ Vị trí: mặt tiền đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, TPHCM (ngay ngã 3 đường Song Hành và Trường Chinh)<br/><br/>🔹 Diện tích: 6x26m, có 2 Phòng Ngủ <br/>🔹 Mặt bằng 2 mặt tiền cực đẹp<br/>🔹 Khu dân cư sầm uất, thuận tiện kinh doanh buôn bán đa ngành nghề<br/><br/>💰 GIÁ CHO THUÊ 13 TRIỆU/THÁNG<br/>Liên hệ điện thoại: ☎  – Anh Bình<br/>",Cho Thuê,"Văn phòng, TTTM, Cửa hàng, Kiot",,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/09/203/082458fb0169477d92e088fa943cf577.jpg,974908585,"[10.8261431, 106.6265871]",12,Hồ Chí Minh,
"Cho thuê kho chung tại kcn tân bình, bảo vệ 2424h, diện tích tùy chọn",0.11,200,"Đường CN1, Phường Tây Thạnh, Quận Tân Phú, TP.HCM","Cho thuê kho chứa hàng linh hoạt phù hợp với nhu cầu,<br/>Thuê theo diện tích (m²), thuê theo khối lượng lưu trữ (m3),... Thuê theo tấn (kg).<br/>- Diện tích từ: 50m², 100m²... 200m²... 500m²... 35,000m².<br/>Vị trí kho cho thuê tại: KCN Vĩnh Lộc và KCN Tân Bình, p. Tây Thạnh, Q. Tân Phú, Tp. HCM.<br/>Vị trí rất thuận tiện làm kho trung chuyển, kho phân phối hàng hóa (tiết kiệm chi phí và thời gian giao/nhận hàng... ).<br/>- Kho đạt chuẩn, kho được trang bị đầy đủ hệ thống PCCC mới/ tự động, hiện đại, kho cao thoáng,...<br/><br/>Các tiện ích sẵn có.<br/>- Bảo vệ 24/24h.<br/>- Xếp dỡ/bốc xếp hàng hóa ngay tại kho.<br/>- Nhân viên Chuyên nghiệp sẽ quản lý, xuất - nhập hàng, kiểm kê, báo cáo xuất - nhập - tồn theo yêu cầu.<br/>- Dịch vụ vận tải...<br/>- Dán tem, đóng gói (nếu cần).<br/>- Dịch vụ, (Thủ tục Hải quan, Kéo Container, nếu cần).<br/><br/>Liên hệ.<br/>Mr. Huy - ĐT:  <br/>Email: huykhosaigon@gmail.com<br/>Website: svl-logistics.com",Cho Thuê,"Nhà Xưởng, Mặt Bằng, Kho Bãi",,,,,,https://cloud.muaban.net/images/thumb-detail/2023/07/14/540/3fb0acf52fff476dbbf72063d62825cf.jpg,917632195,"[10.8175703, 106.622024]",Tân Phú,Hồ Chí Minh,
"Cho sv, hs thuê phòng, có gác  máy lạnh, giờ tự do",2.5,30,"32/5, Đường Lê Ngã, Phường Phú Trung, Quận Tân Phú, TP.HCM","Cho thuê phòng trọ, có gác + máy lạnh, bếp + WC trong phòng, lối đi riêng giờ giấc tự do. Phòng ở được tối đa 3 người. Khu vực an ninh, gần ĐH Văn Hiến<br/>Địa chỉ xem nhà: 32/5 Lê Ngã, phường Phú Trung, Tân Phú<br/>Liên hệ chính chủ:  Thủy, MTG",Cho Thuê,,,,,,,https://cloud.muaban.net/images/thumb-detail/2024/06/20/599/084629acf5b946c4ad09415f33e2c90c.jpg,987187457,"[10.7783568, 106.6434907]",Tân Phú,Hồ Chí Minh,
"Cho thuê phòng ở quan nhân nhân chính thanh xuân, dt 20 m2",2.5,20,"Đường Phố Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội","Cho thuê phòng ở Quan Nhân- Nhân Chính- Thanh Xuân- Hà Nội<br/>- Phòng ở rất gần chợ, trường học, bệnh viện, siêu thị<br/>- Diện tích: 20 m2<br/>- Có điều hòa, bình nóng lạnh và rất thuận tiện đi các ngả<br/>- Giá phòng: 2,5 triệu/tháng<br/>* Liên hệ:  ",Cho Thuê,,,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/05/348/6f04128e76e8436f8fdf115202558c89.jpg,989111025,"[21.0049054, 105.8033844]",Thanh Xuân,Hà Nội,
"Cho thuê phòng mới, cao cấp như khách sạn, trung tâm quận 5",3.8,15,"Đường Trần Phú, Phường 9, Quận 5, TP.HCM","Cho thuê phòng mới, cao cấp như khách sạn, trung tâm Quận 5, gần An Đông Plaza<br/>- Số 194 Trần Phú, Phường 9, Quận 5.<br/>- Đủ tiện nghi: tivi, tủ lạnh, máy lạnh, máy nước nóng, giường, tủ... truyền hình cáp, ADSL...<br/>- Phòng: 15m2: Giá thuê: 3 triệu/tháng<br/>- Phòng: 24m2. Giá thuê: 3,8 triệu/tháng.<br/>- Phòng trống ở ngay.<br/>*** Sang shop quần áo mặt tiền 194 Trần Phú, Phường 9, Quận 5<br/>- Giá sang 50 triệu.<br/>Liên hệ:  ,  - Chị Oanh, chính chủ.",Cho Thuê,,,,,,,https://cloud.muaban.net/images/thumb-detail/2024/02/07/146/65c7610cb3e041d1afb49583752c60cd.jpg,903866794,"[10.758936, 106.6756039]",5,Hồ Chí Minh,
Cho thuê nhà 7x18m 3 lầu thích quảng đức quận phú nhuận(nhà mới),50.0,300,"Đường Thích Quảng Đức, Phường 4, Quận Phú Nhuận, TP.HCM","Cho thuê nhà mặt tiền Thích Quảng Đức Quận Phú Nhuận(nhà mới)<br/>Diện tích:7x18 3 lầu(trên lầu 4x18m )<br/>giá thuê:50triệu/tháng,cọc 3<br/>vị trí gần Nguyễn Kiệm-KD tự do<br/>nhà trống nhận nhà ngay<br/>zalo:  Trường",Cho Thuê,"Văn phòng, TTTM, Cửa hàng, Kiot",,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/14/413/6703e7fa0d3d4ceeb6d55bf3be7eb75e.jpg,909500209,"[10.8071203, 106.6794224]",Phú Nhuận,Hồ Chí Minh,
"Cho thuê phòng tầng 5, ccmn số6 ngách 44 ngõ đình đông, q.hai bà trưng",4.0,30,"Đường Ngõ Đình Đông, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội","Chính chủ - nhà còn trống duy nhất 1 phòng tầng 5, Chung cư Mini số 6 Ngách 44 Ngõ Đình Đông(121)phố Bạch Mai gần Phố Huế. Nhà gần trung tâm Vincom, trung tâm thương mại, lên Phố Cổ cũng gần đi làm không lo tắc đường. Gần nhiều bệnh viện lớn như Bạch Mai, Việt Pháp, Thanh Nhàn và nhiều trường Đại Học Bách Khoa, Kinh tế Quốc dân, xây dựng ... Có thể đi ngõ 88 Võ Thị Sáu thì oto đỗ cách nhà vài Mét và có chỗ để. Phòng rộng 30m2 đầy đủ nóng lạnh điều hoà , hút mùi , nóng lạnh , giuòng tủ , có chỗ để xe máy thoải mái. Nhà có sân cổng thoáng đãng sạch sẽ yên tĩnh an ninh đảm bảo. Miễn phí gửi xe và điện chiếu sáng. Giá cho thuê 4 triệu/1 tháng cọc 1. Nước 80k. Điện 4k. Wifi 100k. Ưu tiên vợ chồng trẻ người đi làm và thuê lâu dài. (Ảnh thật 100%)<br/>DT liên hệ  <br/>",Cho Thuê,Căn Hộ Chung Cư,,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/10/225/6b7d40ae9dc7480cab249bf51f749e59.jpg,988303919,,Hai Bà Trưng,Hà Nội,
"Cho thuê tòa nhà sàn văn phòng không gian mở, gần cục thuế hcm",65.0,500,"200, Đường Vũ Tông Phan, Phường An Phú, TP. Thủ Đức - Quận 2, TP.HCM","- Cho thuê tòa nhà văn phòng tai trung tâm Quận 2, phường An Phú, mặt đường Vũ Tông Phan đường chính rộng 30m, vỉa hè rộng, đỗ xe thoải mái. Gần Cục thuế TP Hồ Chí Minh.<br/>- Nhà mới xây, hầm trệt + 3 lầu, DTSD 500m2 chưa tính sân thượng. Diện tích mặt bằng 5*20m, thiết kế không gian mở sàn trống suốt thoáng và sáng, cầu thang cuối nhà, có thang máy + thang bộ. Điều hòa âm trần, PCCC, cửa cách âm..<br/>- Mỗi tầng một văn phòng độc lập, có cửa riêng, vệ sinh nam nữ riêng biệt từng tầng. Phù hợp công ty vừa và nhỏ, showroom bán hàng, có thể thuê nguyên tòa hoặc chia từng sàn cho thuê.<br/>- Giá thuê: Phương án cho thuê linh hoạt<br/>Thuê nguyên tòa nhà 65 triệu/ tháng<br/>Thuê Tầng trệt + Lầu 1: 48 triệu/ tháng<br/>- Hợp đồng dài hạn, đặt cọc 2 tháng.<br/>Liên hệ chính chủ. Mời các bạn môi giới hợp tác <br/> ",Cho Thuê,"Văn phòng, TTTM, Cửa hàng, Kiot",,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/11/371/73e76d2049104824b1cea81c20ec931e.jpg,912216655,"[10.84863, 106.77209]",Thủ Đức,Hồ Chí Minh,
"Cho thuê nhà mặt phố lý nam đế, dt gần 70 m2x 6 tầng, có hầm để xe",0.123456,70,"Đường Lý Nam Đế, Phường Cửa Đông, Quận Hoàn Kiếm, Hà Nội","1. Cho thuê nhà mặt phố Lý Nam Đế, diện tích gần 70 m2x 6 tầng, có tầng hầm để xe, mặt tiền 6,5m, (hiện ngân hàng đang thuê sắp hết hợp đồng) nhà đẹp, sổ đỏ chính chủ, tiện làm ngân hàng, Cty, showroom, hợp đồng dài hạn, giá thoả thuận. Liên hệ chính chủ:  <br/>2. Cho thuê nhà mặt ngõ 2 ô tô tránh nhau, số 7 ngõ 12A Lý Nam Đế, Hoàn Kiếm, Hà Nội, từ tầng 1 đến tầng 3, nhà mới đẹp hiện đại, có thang máy, nở hậu, diện tích &gt;110 m2/tầng, khép kín từng tầng, tiện kinh doanh, làm văn phòng Công ty, Spa.... giá thoả thuận, thuê cả hoặc từng tầng. Liên hệ chính chủ:  ",Cho Thuê,Nhà Mặt Phố,,6.0,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/07/096/60fd8b38910e423dbc314f559808a83a.jpg,964639292,"[21.02813, 105.85358]",Hoàn Kiếm,Hà Nội,
"Cho thuê nhà mặt phố 57 đội cấn, dt 35m2x 5 tầng, vỉa hè rộng",28.0,35,"Đường Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội","CHÍNH CHỦ CHO THUÊ NHÀ MẶT PHỐ 57 Đội Cấn, phường Đội Cấn, quận Ba Đình, Hà Nội<br/>Đoạn ngay đầu chợ Ngọc Hà, lăng Bác<br/> - Diện tích 35m2, thiết kế 5 tầng đẹp, tiện nghi, mặt tiền 3,3m, vỉa hè rộng, đỗ xe thoải mái<br/>- Khu phố kinh doanh buôn bán sầm uất, xung quanh đầy đủ các tiện ích: chợ, trường học, công viên....<br/>- Vị trí trung tâm đắc địa kết nối toàn tuyến phố lớn khu lõi quận Ba Đình giáp ranh Đống Đa.<br/>- Có thể thuê nguyên căn hoặc cửa hàng tầng 1<br/>- Giá cả nhà: 28 triệu/tháng<br/>- Giá cửa hàng tầng 1: 17 triệu/tháng<br/>ƯU TIÊN HỢP ĐỒNG DÀI HẠN<br/>Liên hệ: chính chủ,  <br/> Miễn trung gian",Cho Thuê,Nhà Mặt Phố,,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/05/158/9f81991d478343e4b127049fcfe611ac.jpg,934650880,"[21.0347612, 105.8263612]",Ba Đình,Hà Nội,
"Cho thuê phòng giờ tự do, 36m2",4.5,36,"528/5/73C, Đường Điện Biên Phủ, Phường 11, Quận 10, TP.HCM","Cho thuê phòng giờ giấc tự do, diện tích 36m2. Nội thất: Máy lạnh,tủ lạnh, Tủ quần áo, giường nệm, internet. Toilet riêng. Khu vực an ninh. ",Cho Thuê,,,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/06/337/652c22b1e7ce4306aaa65c89177a8e15.jpg,913830918,"[10.7977775, 106.721121]",10,Hồ Chí Minh,
"Cho thuê 3 tầng mặt phố phạm thận duật, mai dịch, gần đh thương mại",18.0,50,"Đường Phạm Thận Duật, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội","Cho thuê 3 tầng mặt phố Phạm Thận Duật, Mai Dịch, gần ĐH Thương Mại, ĐH Sân Khấu Điện Ảnh, ĐH học ngoại ngữ, ĐH quốc giá, gần chợ Đồng Xa, nhiều tiên ích, nhà hướng Đông, mặt tiền 4,3m, giá 18 triệu/tháng. Liên hệ.  ",Cho Thuê,Nhà Mặt Phố,,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/09/063/85a4d5d0ca934538941b5186b1e41406.jpg,365218889,"[21.02744, 105.79026]",Cầu Giấy,Hà Nội,
"Cho thuê nhiều phòng trọ số 116 tân sơn nhì, p.tân sơn nhì, q. tân phú",2.0,25,"116, Đường Tân Sơn Nhì, Phường Tân Sơn Nhì, Quận Tân Phú, TP.HCM","Cho thuê nhiều Phòng trọ mới, sạch đẹp riêng biệt đẹp, thoáng mát, có ban công thoáng mát.<br/>DT: 15m -25m2.<br/>- Giá thuê từ: 2 triệu -&gt; 2.5 triệu/tháng, nhà rộng thoáng mát sạch sẽ, có chỗ để xe rộng rãi, điện nước riêng, lối đi riêng, cáp, net wifi cáp quang, giờ giấc tự do. gần bên quán Làng Tre.<br/>LH:  -  - C. Lan ( Miễn trung gian).<br/>ĐỊA CHỈ: CHO THUÊ tại số: 116 Tân Sơn Nhì, P. Tân Sơn Nhì, Q. Tân Phú",Cho Thuê,,,,,,,https://cloud.muaban.net/images/thumb-detail/2024/02/27/441/ed853e0a81bd4d7a8866e68f6ac6dc11.jpg,383413426,"[10.7997055, 106.6314515]",Tân Phú,Hồ Chí Minh,
"Cho thuê nhà gần chợ ngã 4 tân quy, 342c đường nguyễn kim cương",3.0,80,"342C, Đường Nguyễn Kim Cương, Xã Tân Thạnh Đông, Huyện Củ Chi, TP.HCM","Cho thuê nhà nguyên căn 342C đường Nguyễn Kim Cương, Ấp 6, Tây Thạnh Đông, Củ Chi<br/>- Đường xe tải chạy tới nhà<br/>- Gần ngã 4 Tân Quy, gần chợ, cách trường học 20m<br/>- DT: 4x20m<br/>Giá thuê: 3 triệu/tháng<br/>Liên hệ  A.Tùng",Cho Thuê,Nhà Mặt Phố,,,1,1,,https://cloud.muaban.net/images/thumb-detail/2024/07/01/306/c3545adf9b764f36991d6969cec86c34.jpg,972426489,"[10.960476, 106.5942023]",Củ Chi,Hồ Chí Minh,4.0
Cho nữ thuê phòng giờ giấc tự do,4.5,30,"Đường Nguyễn Văn Đậu, Phường 11, Quận Bình Thạnh, TP.HCM","Cho nữ thuê phòng <br/>Khu vực Nguyễn Văn Đậu, Bình Thạnh <br/>Khu vực an ninh, yên tĩnh, cách chợ và siêu thị 100m<br/>Phòng full nội thất,có ban công, toilet riêng, máy lạnh, máy nước nóng, tủ lạnh <br/>Điện : 4k / kw<br/>Nước + phí dịch vụ : 100k / người ",Cho Thuê,,,,,,,https://cloud.muaban.net/images/thumb-detail/2024/07/11/130/85358a075fce4d1b86587efa1228e336.jpg,908264656,"[10.8147986, 106.6920329]",Bình Thạnh,Hồ Chí Minh,
"Cho thuê căn hộ văn phòng khu lavita charm, thủ đức",7.0,54,"TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Cho thuê căn hộ văn phòng Lầu 3, Lô A.03.04 ở khu căn hộ + văn phòng Lavita Charm, Phường Trường Thọ, TP.Thủ Đức, dự án liền kề ga Metro Bình Thái (tuyến Metro Bến Thành - Suối Tiên), tại ngã tư Bình Thái - đường song hành Xa Lộ Hà Nội<br/>- Diện tích: 54m2, có 1WC + nhà tắm, 1 balcon, có máy lạnh, có bếp tiện nghi, có rèm cửa<br/>- Giá thuê: 7 triệu/tháng<br/>Liên hệ chú Trường (chính chủ): 098394567",Cho Thuê,Căn Hộ Chung Cư,,,1,1,,https://cloud.muaban.net/images/thumb-detail/2022/12/13/329/3000975388a34f9aac7ee2e14a952907.jpg,983945674,"[10.8450851, 106.7677355]",Thủ Đức -  Thủ Đức,Hồ Chí Minh,
"Cho thuê nhà 280 f21 lương định của, p. an phú, thủ đức 7x20m, hầm, 2l",60.0,140,"280 F21, Đường Lương Định Của, Phường An Phú, TP. Thủ Đức - Quận 2, TP.HCM","Cho thuê gấp nhà số 280F21 Lương Định Của , P. An Phú, Thủ Đức TPHCM. <br/>- Nhà diện tích 7m x 20m, 1 trệt, 1 hầm, 2 lầu , Sân thượng trước sau, 8 phòng ngủ trang bị máy lạnh đầy đủ, nội ngoại thất cao cấp thoáng mát, nhà mới 100%, công ty chỉ dọn vào vận hành. Có 1 kho rộng 80 m2 phía sau tiện lợi cho mọi nhu cầu. <br/>- Giá cho thuê: 60 triệu/tháng , đặt cọc 4 tháng, thanh toán theo quý 3 tháng lần, ưu tiên hợp đồng dài hạn. <br/>- Không lên giá nhà 3 năm đầu, Khách có nhu cầu liên hệ chính chủ trong vòng 1 tuần , xin xem kĩ thông tin trước khi liên hệ, cám ơn đã xem tin. <br/>- Liên hệ số ĐT:  ",Cho Thuê,Nhà Mặt Phố,,4.0,7,7,,https://cloud.muaban.net/images/thumb-detail/2024/07/12/246/48bbbffefdf8431c8d73e364e6d8d2d1.jpg,903635515,,Thủ Đức,Hồ Chí Minh,7.0
"Cho thuê nhà phố trần thái tông, làm văn phòng, phòng khám",95.0,500,"Quận Cầu Giấy, Hà Nội","<br/>  Thông tin CHO THUÊ nhà số 5 ngõ 84 Trần Thái Tông - Cầu Giấy - Hà Nội .<br/>1. Diện tích Đất: 127 m2<br/>2. Diện tích xây dựng: 100 m2/tầng x 1 Hầm &amp; 5 Tầng<br/>3. Mặt tiền: 7,3 mét<br/>4. Giá thuê: 95 triệu/ tháng <br/>5. Thanh toán: 6 tháng và cọc 2 tháng <br/>7. Bàn giao luôn<br/>8. Thời gian miễn phí xây dựng: 20 ngày<br/>9. Ký Hợp Đồng thuê 5 năm<br/>10. Phù hợp kinh doanh mọi ngành nghề<br/>11. Nhà có cầu thang máy &amp; cầu thang bộ cuối nhà<br/>",Cho Thuê,"Văn phòng, TTTM, Cửa hàng, Kiot",,,,,,https://cloud.muaban.net/images/thumb-detail/2024/01/15/440/3527a4929d9746269a6824687c724bbd.jpg,986311888,"[21.0295015, 105.7914212]",Cầu Giấy,Hà Nội,
"Cho thuê 4000m2 đất trống mặt tiền phan văn bảy, hiệp phước, nhà bè",80.0,4.000,"Đường Phan Văn Bảy, Xã Hiệp Phước, Huyện Nhà Bè, TP.HCM","Mình đang có 4000m2 đất mặt tiền Phan Văn Bảy, huyện Nhà Bè, đường xe containe chạy vô tư, vị trí rất đẹp, xung quanh toàn khu công nghiệp, gần CA…UBND, tiện kinh doanh nhiều nghành nghề…cần cho thuê lại giá 80 triệu/tháng hoặc hợp tác kinh doanh sân bóng đá và Ẩm Thực sân vườn…Ký hợp đồng 5 năm, phí MG 1/2 tháng ai có khách mình hợp tác nhé!<br/>LH:  gặp A Minh",Cho Thuê,"Nhà Xưởng, Mặt Bằng, Kho Bãi",,,,,,https://cloud.muaban.net/images/thumb-detail/2023/05/30/020/0f6dcb5d8d8a47a297c00ea9a8114891.jpg,933356778,"[10.64546, 106.73395]",Nhà Bè,Hồ Chí Minh,
